Date,Time,PrimaryType,Latitude,Longitude,Location,type_weight,date_weight,weight
20130522,1000,THEFT,41.790677846,-87.598056106,"(41.790677846, -87.598056106)",200,5.772422170063161,1154.4844340126322
20130522,1038,BATTERY,41.783428318,-87.607254015,"(41.783428318, -87.607254015)",400,5.772422170063161,2308.9688680252643
20130522,1330,CRIMINAL DAMAGE,41.785011157,-87.613260468,"(41.785011157, -87.613260468)",300,5.772422170063161,1731.7266510189481
20130522,1345,NARCOTICS,41.802276679,-87.604752655,"(41.802276679, -87.604752655)",200,5.772422170063161,1154.4844340126322
20130522,1356,OTHER OFFENSE,41.780419124,-87.605289779,"(41.780419124, -87.605289779)",100,5.772422170063161,577.2422170063161
20130522,1530,CRIMINAL DAMAGE,41.798176321999996,-87.605121833,"(41.798176322, -87.605121833)",300,5.772422170063161,1731.7266510189481
20130522,1630,OTHER OFFENSE,41.796274769,-87.582563829,"(41.796274769, -87.582563829)",100,5.772422170063161,577.2422170063161
20130522,1700,BURGLARY,41.785073259,-87.610913113,"(41.785073259, -87.610913113)",400,5.772422170063161,2308.9688680252643
20130522,1715,ROBBERY,41.808932026,-87.612658853,"(41.808932026, -87.612658853)",400,5.772422170063161,2308.9688680252643
20130522,1730,THEFT,41.797555001999996,-87.602785419,"(41.797555002, -87.602785419)",200,5.772422170063161,1154.4844340126322
20130522,1900,THEFT,41.795059972,-87.59712222,"(41.795059972, -87.59712222)",200,5.772422170063161,1154.4844340126322
20130522,1930,THEFT,41.782890414,-87.588813761,"(41.782890414, -87.588813761)",200,5.772422170063161,1154.4844340126322
20130522,2000,MOTOR VEHICLE THEFT,41.807101267,-87.58640244700001,"(41.807101267, -87.586402447)",300,5.772422170063161,1731.7266510189481
20130522,2040,OTHER OFFENSE,41.783675525999996,-87.59951474799999,"(41.783675526, -87.599514748)",100,5.772422170063161,577.2422170063161
20130522,2300,BATTERY,41.784840184000004,-87.614443041,"(41.784840184, -87.614443041)",400,5.772422170063161,2308.9688680252643
20130522,2300,SEX OFFENSE,41.784882919,-87.612066576,"(41.784882919, -87.612066576)",500,5.772422170063161,2886.2110850315803
20130523,855,BATTERY,41.795191528000004,-87.58815799799999,"(41.795191528, -87.588157998)",400,5.854010164432731,2341.6040657730923
20130523,940,ASSAULT,41.804084538000005,-87.605520738,"(41.804084538, -87.605520738)",400,5.854010164432731,2341.6040657730923
20130523,1000,THEFT,41.802408813,-87.585176941,"(41.802408813, -87.585176941)",200,5.854010164432731,1170.8020328865462
20130523,1135,BATTERY,41.802741802,-87.614987506,"(41.802741802, -87.614987506)",400,5.854010164432731,2341.6040657730923
20130523,1250,BATTERY,41.783325684,-87.60275264,"(41.783325684, -87.60275264)",400,5.854010164432731,2341.6040657730923
20130523,1400,THEFT,41.799505217,-87.592351296,"(41.799505217, -87.592351296)",200,5.854010164432731,1170.8020328865462
20130523,1410,CRIMINAL DAMAGE,41.794332498,-87.583928685,"(41.794332498, -87.583928685)",300,5.854010164432731,1756.2030493298194
20130523,1430,SEX OFFENSE,41.803538697,-87.581697812,"(41.803538697, -87.581697812)",500,5.854010164432731,2927.0050822163657
20130523,1445,ASSAULT,41.782175371,-87.60918205899998,"(41.782175371, -87.609182059)",400,5.854010164432731,2341.6040657730923
20130523,1545,OTHER OFFENSE,41.802132606,-87.613677631,"(41.802132606, -87.613677631)",100,5.854010164432731,585.4010164432731
20130523,1805,ASSAULT,41.783891154,-87.61539962299999,"(41.783891154, -87.615399623)",400,5.854010164432731,2341.6040657730923
20130523,1930,THEFT,41.805320892,-87.586503819,"(41.805320892, -87.586503819)",200,5.854010164432731,1170.8020328865462
20130523,2030,CRIMINAL DAMAGE,41.783316166999995,-87.593120705,"(41.783316167, -87.593120705)",300,5.854010164432731,1756.2030493298194
20130523,2030,THEFT,41.799204348,-87.584044296,"(41.799204348, -87.584044296)",200,5.854010164432731,1170.8020328865462
20130524,600,DECEPTIVE PRACTICE,41.796768195,-87.57954719899998,"(41.796768195, -87.579547199)",100,5.936170706131208,593.6170706131209
20130524,600,THEFT,41.796768195,-87.57954719899998,"(41.796768195, -87.579547199)",200,5.936170706131208,1187.2341412262417
20130524,1125,CRIMINAL DAMAGE,41.794332498,-87.583928685,"(41.794332498, -87.583928685)",300,5.936170706131208,1780.8512118393626
20130524,1530,THEFT,41.806370920999996,-87.61386127600002,"(41.806370921, -87.613861276)",200,5.936170706131208,1187.2341412262417
20130524,1600,ROBBERY,41.783974844,-87.591426496,"(41.783974844, -87.591426496)",400,5.936170706131208,2374.4682824524834
20130524,1930,THEFT,41.787662033000004,-87.596367171,"(41.787662033, -87.596367171)",200,5.936170706131208,1187.2341412262417
20130524,2000,BURGLARY,41.798637561,-87.60472052899998,"(41.798637561, -87.604720529)",400,5.936170706131208,2374.4682824524834
20130525,1,PUBLIC PEACE VIOLATION,41.780249847,-87.61501860700001,"(41.780249847, -87.615018607)",100,6.018903795158597,601.8903795158596
20130525,35,BATTERY,41.808598691,-87.608965246,"(41.808598691, -87.608965246)",400,6.018903795158597,2407.5615180634386
20130525,148,HOMICIDE,41.800996858000005,-87.590034549,"(41.800996858, -87.590034549)",500,6.018903795158597,3009.4518975792985
20130525,700,CRIMINAL DAMAGE,41.783891154,-87.61539962299999,"(41.783891154, -87.615399623)",300,6.018903795158597,1805.671138547579
20130525,733,NARCOTICS,41.785268355,-87.61445292399998,"(41.785268355, -87.614452924)",200,6.018903795158597,1203.7807590317193
20130525,808,NARCOTICS,41.783891154,-87.61539962299999,"(41.783891154, -87.615399623)",200,6.018903795158597,1203.7807590317193
20130525,1130,THEFT,41.800277713,-87.60284618200001,"(41.800277713, -87.602846182)",200,6.018903795158597,1203.7807590317193
20130525,1305,OTHER OFFENSE,41.805898836,-87.606006366,"(41.805898836, -87.606006366)",100,6.018903795158597,601.8903795158596
20130525,1400,OTHER OFFENSE,41.794645394,-87.583936042,"(41.794645394, -87.583936042)",100,6.018903795158597,601.8903795158596
20130525,1500,THEFT,41.800512684,-87.596667382,"(41.800512684, -87.596667382)",200,6.018903795158597,1203.7807590317193
