Date,Time,PrimaryType,Latitude,Longitude,Location
20140215,800,THEFT,41.808725426,-87.601682827,"(41.808725426, -87.601682827)"
20140215,1900,THEFT,41.806723141999996,-87.61138884399998,"(41.806723142, -87.611388844)"
20140215,2100,THEFT,41.783104769,-87.61209017200001,"(41.783104769, -87.612090172)"
20140215,2155,BATTERY,41.800233416,-87.58910448700001,"(41.800233416, -87.589104487)"
20140216,1300,MOTOR VEHICLE THEFT,41.801895518,-87.58769156,"(41.801895518, -87.58769156)"
20140216,1635,NARCOTICS,41.784750399,-87.613252386,"(41.784750399, -87.613252386)"
20140216,1800,CRIMINAL DAMAGE,41.794766454,-87.593297013,"(41.794766454, -87.593297013)"
20140217,30,CRIM SEXUAL ASSAULT,41.783325604,-87.614485626,"(41.783325604, -87.614485626)"
20140217,1030,THEFT,41.785111676999996,-87.610912681,"(41.785111677, -87.610912681)"
20140217,1215,NARCOTICS,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
20140217,1330,BURGLARY,41.783373413,-87.60725096799999,"(41.783373413, -87.607250968)"
20140217,1405,NARCOTICS,41.808708476999996,-87.60896767700001,"(41.808708477, -87.608967677)"
20140217,1600,BURGLARY,41.780226662,-87.596195666,"(41.780226662, -87.596195666)"
20140217,1630,BATTERY,41.798083,-87.60511922200001,"(41.798083, -87.605119222)"
20140217,1700,BATTERY,41.805520687,-87.599192161,"(41.805520687, -87.599192161)"
20140217,1744,OTHER OFFENSE,41.781515461,-87.599466048,"(41.781515461, -87.599466048)"
20140217,1815,OTHER OFFENSE,41.781515461,-87.599466048,"(41.781515461, -87.599466048)"
20140217,2002,NARCOTICS,41.780243493,-87.615319321,"(41.780243493, -87.615319321)"
20140218,730,MOTOR VEHICLE THEFT,41.807499342,-87.59023448200001,"(41.807499342, -87.590234482)"
20140218,900,OTHER OFFENSE,41.781534778,-87.60595545299999,"(41.781534778, -87.605955453)"
20140218,1100,THEFT,41.79699128,-87.59659035600002,"(41.79699128, -87.596590356)"
20140218,1200,DECEPTIVE PRACTICE,41.805771836999995,-87.614605214,"(41.805771837, -87.614605214)"
20140218,1355,BATTERY,41.780155491,-87.586451255,"(41.780155491, -87.586451255)"
20140218,1400,OTHER OFFENSE,41.785067165,-87.606032861,"(41.785067165, -87.606032861)"
20140218,1415,NARCOTICS,41.781238369,-87.60595147,"(41.781238369, -87.60595147)"
20140218,1555,ASSAULT,41.781870179,-87.597859754,"(41.781870179, -87.597859754)"
20140218,1847,OTHER OFFENSE,41.780253982,-87.61480224399997,"(41.780253982, -87.614802244)"
20140218,1945,BATTERY,41.80725455,-87.603848966,"(41.80725455, -87.603848966)"
20140218,2105,INTERFERENCE WITH PUBLIC OFFICER,41.782951712,-87.60436282799999,"(41.782951712, -87.604362828)"
20140219,900,BATTERY,41.781663496,-87.60721526100002,"(41.781663496, -87.607215261)"
20140219,1100,THEFT,41.785195464000005,-87.601173081,"(41.785195464, -87.601173081)"
20140219,1200,THEFT,41.783284821,-87.59081480299999,"(41.783284821, -87.590814803)"
20140219,1515,CRIMINAL DAMAGE,41.783035159,-87.608442743,"(41.783035159, -87.608442743)"
20140219,1532,THEFT,41.791160785,-87.579836586,"(41.791160785, -87.579836586)"
20140219,1600,NARCOTICS,41.802499513,-87.586041451,"(41.802499513, -87.586041451)"
20140219,1654,THEFT,41.802896505999996,-87.606425428,"(41.802896506, -87.606425428)"
20140219,2200,CRIMINAL DAMAGE,41.806821175,-87.604316037,"(41.806821175, -87.604316037)"
20140220,200,BATTERY,41.781570979,-87.59784850700001,"(41.781570979, -87.597848507)"
20140220,200,THEFT,41.780381971,-87.60765868700001,"(41.780381971, -87.607658687)"
20140220,715,THEFT,41.797414808,-87.58400279700001,"(41.797414808, -87.584002797)"
20140220,1205,BATTERY,41.781646505,-87.613235784,"(41.781646505, -87.613235784)"
20140220,1219,BATTERY,41.783295917,-87.60845080600002,"(41.783295917, -87.608450806)"
20140220,1330,THEFT,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
20140220,1400,CRIMINAL DAMAGE,41.781646505,-87.613235784,"(41.781646505, -87.613235784)"
20140220,1445,THEFT,41.802896505999996,-87.606425428,"(41.802896506, -87.606425428)"
20140220,1530,BATTERY,41.7852911,-87.613264669,"(41.7852911, -87.613264669)"
20140220,1700,NARCOTICS,41.780555127,-87.59265016299999,"(41.780555127, -87.592650163)"
20140220,1850,OFFENSE INVOLVING CHILDREN,41.808671855,-87.61143298799999,"(41.808671855, -87.611432988)"
20140221,100,BATTERY,41.804115983,-87.58647746700001,"(41.804115983, -87.586477467)"
20140221,130,BATTERY,41.805292576,-87.606475367,"(41.805292576, -87.606475367)"
20140221,733,BATTERY,41.805163581,-87.60647315799999,"(41.805163581, -87.606473158)"
20140221,820,THEFT,41.795191528000004,-87.58815799799999,"(41.795191528, -87.588157998)"
20140221,915,BATTERY,41.784249699,-87.591067667,"(41.784249699, -87.591067667)"
20140221,1100,OTHER OFFENSE,41.808966952,-87.601687415,"(41.808966952, -87.601687415)"
20140221,1130,OTHER OFFENSE,41.804133951,-87.585442955,"(41.804133951, -87.585442955)"
20140221,1400,THEFT,41.802197309,-87.609561822,"(41.802197309, -87.609561822)"
20140221,1530,BURGLARY,41.785085247,-87.61325963899998,"(41.785085247, -87.613259639)"
20140221,1535,BATTERY,41.803311903,-87.588166609,"(41.803311903, -87.588166609)"
20140221,1600,THEFT,41.799067121,-87.58404222700001,"(41.799067121, -87.584042227)"
20140221,1613,THEFT,41.794571243,-87.601378095,"(41.794571243, -87.601378095)"
20140221,1653,THEFT,41.795191528000004,-87.58815799799999,"(41.795191528, -87.588157998)"
20140221,1700,THEFT,41.797249893,-87.59969364,"(41.797249893, -87.59969364)"
20140221,1700,THEFT,41.799074458,-87.59663251,"(41.799074458, -87.59663251)"
20140221,1730,CRIMINAL DAMAGE,41.781376158,-87.61082628700001,"(41.781376158, -87.610826287)"
20140221,1909,NARCOTICS,41.783998234,-87.609286212,"(41.783998234, -87.609286212)"
20140222,734,THEFT,41.807101267,-87.58640244700001,"(41.807101267, -87.586402447)"
20140222,900,THEFT,41.802696133000005,-87.612516011,"(41.802696133, -87.612516011)"
20140222,1500,CRIM SEXUAL ASSAULT,41.806305063,-87.61386201299999,"(41.806305063, -87.613862013)"
20140222,1951,NARCOTICS,41.781470028,-87.609607971,"(41.781470028, -87.609607971)"
20140223,1608,CRIMINAL DAMAGE,41.807113842,-87.60893429,"(41.807113842, -87.60893429)"
20140223,1608,CRIMINAL DAMAGE,41.807058938000004,-87.60893124100002,"(41.807058938, -87.608931241)"
20140223,1825,NARCOTICS,41.801913694,-87.590497075,"(41.801913694, -87.590497075)"
20140223,1945,BATTERY,41.797261423,-87.590385772,"(41.797261423, -87.590385772)"
20140223,2125,NARCOTICS,41.781311656999996,-87.613228531,"(41.781311657, -87.613228531)"
20140223,2215,ROBBERY,41.803311903,-87.588166609,"(41.803311903, -87.588166609)"
20140224,900,BURGLARY,41.78497546,-87.61325720100002,"(41.78497546, -87.613257201)"
20140224,1200,DECEPTIVE PRACTICE,41.781476851,-87.60721003399998,"(41.781476851, -87.607210034)"
20140224,1400,THEFT,41.788699253000004,-87.604954085,"(41.788699253, -87.604954085)"
20140224,1530,THEFT,41.790781189,-87.590233254,"(41.790781189, -87.590233254)"
20140224,1625,MOTOR VEHICLE THEFT,41.80062644,-87.59046793200001,"(41.80062644, -87.590467932)"
20140224,1640,ROBBERY,41.802142189,-87.61301735,"(41.802142189, -87.61301735)"
20140224,1654,ROBBERY,41.78147907,-87.613230324,"(41.78147907, -87.613230324)"
20140224,1900,MOTOR VEHICLE THEFT,41.781776304,-87.605960056,"(41.781776304, -87.605960056)"
20140224,2015,THEFT,41.80066446,-87.587441769,"(41.80066446, -87.587441769)"
20140224,2040,THEFT,41.791527798000004,-87.588563469,"(41.791527798, -87.588563469)"
20140224,2100,MOTOR VEHICLE THEFT,41.788240561,-87.597999621,"(41.788240561, -87.597999621)"
20140224,2145,ASSAULT,41.80062644,-87.59046793200001,"(41.80062644, -87.590467932)"
20140224,2350,MOTOR VEHICLE THEFT,41.781757010999996,-87.59947429299999,"(41.781757011, -87.599474293)"
20140225,215,BATTERY,41.780155491,-87.586451255,"(41.780155491, -87.586451255)"
20140225,900,DECEPTIVE PRACTICE,41.808756241,-87.59278756100002,"(41.808756241, -87.592787561)"
20140225,1030,MOTOR VEHICLE THEFT,41.79576708,-87.58088648,"(41.79576708, -87.58088648)"
20140225,1030,THEFT,41.800938808000005,-87.589121997,"(41.800938808, -87.589121997)"
20140225,1055,BATTERY,41.790894592,-87.604940233,"(41.790894592, -87.604940233)"
20140225,1312,OTHER OFFENSE,41.79890117,-87.601292149,"(41.79890117, -87.601292149)"
20140225,1525,MOTOR VEHICLE THEFT,41.802094324,-87.58914897,"(41.802094324, -87.58914897)"
20140225,1540,OTHER OFFENSE,41.780397666999995,-87.606668585,"(41.780397667, -87.606668585)"
20140225,1900,THEFT,41.805322323,-87.603808532,"(41.805322323, -87.603808532)"
20140225,2034,NARCOTICS,41.804117287,-87.602897931,"(41.804117287, -87.602897931)"
20140226,900,OTHER OFFENSE,41.798259105999996,-87.60389598200001,"(41.798259106, -87.603895982)"
20140226,1115,THEFT,41.780428242,-87.60456373,"(41.780428242, -87.60456373)"
20140226,1130,THEFT,41.7909343,-87.594826224,"(41.7909343, -87.594826224)"
20140226,1252,THEFT,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
20140226,1440,THEFT,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
20140226,1520,BATTERY,41.801946097,-87.58914335,"(41.801946097, -87.58914335)"
20140226,1600,THEFT,41.783468156,-87.596272203,"(41.783468156, -87.596272203)"
20140226,1630,ASSAULT,41.782250374,-87.587871544,"(41.782250374, -87.587871544)"
20140226,1700,THEFT,41.802896505999996,-87.606425428,"(41.802896506, -87.606425428)"
20140226,1845,NARCOTICS,41.799023412,-87.602820085,"(41.799023412, -87.602820085)"
20140226,1900,THEFT,41.780155491,-87.586451255,"(41.780155491, -87.586451255)"
20140227,640,OTHER OFFENSE,41.797051649000004,-87.596589665,"(41.797051649, -87.596589665)"
20140227,900,THEFT,41.784249699,-87.591067667,"(41.784249699, -87.591067667)"
20140227,930,BURGLARY,41.794421641999996,-87.59814900299999,"(41.794421642, -87.598149003)"
20140227,1000,NARCOTICS,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
20140227,1030,THEFT,41.789072518000005,-87.60496086,"(41.789072518, -87.60496086)"
20140227,1100,THEFT,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
20140227,1200,DECEPTIVE PRACTICE,41.782039032,-87.587866659,"(41.782039032, -87.587866659)"
20140227,1910,ROBBERY,41.8008845,-87.600308675,"(41.8008845, -87.600308675)"
20140228,1200,DECEPTIVE PRACTICE,41.785847785,-87.60753105200001,"(41.785847785, -87.607531052)"
20140228,1900,CRIMINAL DAMAGE,41.784185599000004,-87.594320685,"(41.784185599, -87.594320685)"
20140228,2130,THEFT,41.79952276,-87.590818087,"(41.79952276, -87.590818087)"
20140301,0,DECEPTIVE PRACTICE,41.782990756,-87.614478366,"(41.782990756, -87.614478366)"
20140301,40,BATTERY,41.791511604,-87.58987645100002,"(41.791511604, -87.589876451)"
20140301,200,CRIMINAL DAMAGE,41.807000752,-87.61014964200001,"(41.807000752, -87.610149642)"
20140301,1200,DECEPTIVE PRACTICE,41.796233554000004,-87.60385294,"(41.796233554, -87.60385294)"
20140301,1245,BURGLARY,41.808544351,-87.613855297,"(41.808544351, -87.613855297)"
20140301,1300,THEFT,41.799197912,-87.587271736,"(41.799197912, -87.587271736)"
20140301,1315,OTHER OFFENSE,41.797148561,-87.58399489600002,"(41.797148561, -87.583994896)"
20140301,1315,NARCOTICS,41.805347471,-87.61257432,"(41.805347471, -87.61257432)"
20140301,1330,THEFT,41.799197912,-87.587271736,"(41.799197912, -87.587271736)"
20140301,1355,NARCOTICS,41.80758603,-87.61508010799999,"(41.80758603, -87.615080108)"
20140301,1600,CRIMINAL DAMAGE,41.78165665,-87.60960953899998,"(41.78165665, -87.609609539)"
20140301,1735,THEFT,41.795191528000004,-87.58815799799999,"(41.795191528, -87.588157998)"
20140301,1800,BATTERY,41.798954417,-87.589078944,"(41.798954417, -87.589078944)"
20140301,2217,OTHER OFFENSE,41.805432745,-87.59190888100002,"(41.805432745, -87.591908881)"
20140301,2300,MOTOR VEHICLE THEFT,41.802408813,-87.585176941,"(41.802408813, -87.585176941)"
20140301,2300,CRIMINAL DAMAGE,41.781628629000004,-87.597851515,"(41.781628629, -87.597851515)"
20140302,825,BATTERY,41.802792785,-87.61130093,"(41.802792785, -87.61130093)"
20140302,1200,BATTERY,41.805869465,-87.585195364,"(41.805869465, -87.585195364)"
20140303,1,THEFT,41.797805778000004,-87.60511135899998,"(41.797805778, -87.605111359)"
20140303,900,THEFT,41.80707227,-87.59678663700001,"(41.80707227, -87.596786637)"
20140303,1000,BURGLARY,41.785122047,-87.60603224,"(41.785122047, -87.60603224)"
20140303,1040,THEFT,41.782083041,-87.615020146,"(41.782083041, -87.615020146)"
20140303,1100,ROBBERY,41.802075618,-87.59049887200001,"(41.802075618, -87.590498872)"
20140303,1330,CRIMINAL DAMAGE,41.806703934,-87.61138905899998,"(41.806703934, -87.611389059)"
20140303,1700,OTHER OFFENSE,41.783540187,-87.608455387,"(41.783540187, -87.608455387)"
20140303,2230,OTHER OFFENSE,41.807613334,-87.613304519,"(41.807613334, -87.613304519)"
20140304,0,OTHER OFFENSE,41.783411475,-87.59471089700001,"(41.783411475, -87.594710897)"
20140304,955,OTHER OFFENSE,41.785167199,-87.609705726,"(41.785167199, -87.609705726)"
20140304,1300,THEFT,41.796030499000004,-87.582559345,"(41.796030499, -87.582559345)"
20140304,1330,HOMICIDE,41.801307936,-87.584690956,"(41.801307936, -87.584690956)"
20140304,1430,ASSAULT,41.800896402,-87.599164262,"(41.800896402, -87.599164262)"
20140304,1445,MOTOR VEHICLE THEFT,41.799489906999995,-87.593382033,"(41.799489907, -87.593382033)"
20140304,1500,BATTERY,41.785187197,-87.608524835,"(41.785187197, -87.608524835)"
20140304,1500,BATTERY,41.785187197,-87.608524835,"(41.785187197, -87.608524835)"
20140304,1515,OTHER OFFENSE,41.783502408000004,-87.607253179,"(41.783502408, -87.607253179)"
20140304,1900,MOTOR VEHICLE THEFT,41.807038780999996,-87.61139630299999,"(41.807038781, -87.611396303)"
20140304,1950,ROBBERY,41.799533271,-87.58989742899998,"(41.799533271, -87.589897429)"
20140304,2018,ASSAULT,41.780243493,-87.615319321,"(41.780243493, -87.615319321)"
20140305,1,DECEPTIVE PRACTICE,41.794828373,-87.580442725,"(41.794828373, -87.580442725)"
20140305,257,OTHER OFFENSE,41.785750338,-87.612977195,"(41.785750338, -87.612977195)"
20140305,821,DECEPTIVE PRACTICE,41.807067906,-87.60384374700001,"(41.807067906, -87.603843747)"
20140305,1120,ASSAULT,41.805322323,-87.603808532,"(41.805322323, -87.603808532)"
20140305,1150,ASSAULT,41.808834294,-87.596817806,"(41.808834294, -87.596817806)"
20140305,1524,OTHER OFFENSE,41.795191528000004,-87.58815799799999,"(41.795191528, -87.588157998)"
20140305,1535,THEFT,41.799462885,-87.59600825700001,"(41.799462885, -87.596008257)"
20140305,1540,THEFT,41.799533271,-87.58989742899998,"(41.799533271, -87.589897429)"
20140305,1600,DECEPTIVE PRACTICE,41.805126734,-87.60889432200001,"(41.805126734, -87.608894322)"
20140305,1930,THEFT,41.781629386,-87.614445908,"(41.781629386, -87.614445908)"
20140305,2100,THEFT,41.792919915,-87.60798300200001,"(41.792919915, -87.607983002)"
20140306,800,OTHER OFFENSE,41.795923574,-87.596562245,"(41.795923574, -87.596562245)"
20140306,900,THEFT,41.802132606,-87.613677631,"(41.802132606, -87.613677631)"
20140306,1100,THEFT,41.788924314,-87.60495887100002,"(41.788924314, -87.604958871)"
20140306,1230,ROBBERY,41.807101267,-87.58640244700001,"(41.807101267, -87.586402447)"
20140306,1250,OFFENSE INVOLVING CHILDREN,41.805163581,-87.60647315799999,"(41.805163581, -87.606473158)"
20140306,1530,ASSAULT,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
20140306,1800,BURGLARY,41.801847181,-87.595078691,"(41.801847181, -87.595078691)"
20140307,900,DECEPTIVE PRACTICE,41.802486885,-87.587053868,"(41.802486885, -87.587053868)"
20140307,1045,BURGLARY,41.805771836999995,-87.614605214,"(41.805771837, -87.614605214)"
20140307,1130,KIDNAPPING,41.803121603,-87.60947806600002,"(41.803121603, -87.609478066)"
20140307,1236,DECEPTIVE PRACTICE,41.791468273,-87.594218703,"(41.791468273, -87.594218703)"
20140307,1400,OTHER OFFENSE,41.780265996,-87.614090831,"(41.780265996, -87.614090831)"
20140307,1450,NARCOTICS,41.783915759,-87.614068375,"(41.783915759, -87.614068375)"
20140307,1540,THEFT,41.807613334,-87.613304519,"(41.807613334, -87.613304519)"
20140307,1700,ASSAULT,41.808633011,-87.605711343,"(41.808633011, -87.605711343)"
20140307,2041,NARCOTICS,41.780449598000004,-87.602741291,"(41.780449598, -87.602741291)"
20140307,2100,ASSAULT,41.782888906,-87.58900443799999,"(41.782888906, -87.589004438)"
20140308,50,BATTERY,41.783260882,-87.607248571,"(41.783260882, -87.607248571)"
20140308,410,ASSAULT,41.780270268,-87.613896465,"(41.780270268, -87.613896465)"
20140308,1000,NARCOTICS,41.781499104,-87.60595585600002,"(41.781499104, -87.605955856)"
20140308,1000,WEAPONS VIOLATION,41.808486725,-87.613855942,"(41.808486725, -87.613855942)"
20140308,1012,WEAPONS VIOLATION,41.808636571,-87.61018626399998,"(41.808636571, -87.610186264)"
20140308,1015,THEFT,41.799462885,-87.59600825700001,"(41.799462885, -87.596008257)"
20140308,1345,NARCOTICS,41.780397922,-87.606708912,"(41.780397922, -87.606708912)"
20140308,1414,OTHER OFFENSE,41.794213637,-87.596523154,"(41.794213637, -87.596523154)"
20140308,1600,ASSAULT,41.783674009,-87.596277178,"(41.783674009, -87.596277178)"
20140308,1955,ROBBERY,41.780568089,-87.59125678299999,"(41.780568089, -87.591256783)"
20140308,2015,BATTERY,41.782297023000005,-87.58787100299999,"(41.782297023, -87.587871003)"
20140308,2200,BATTERY,41.781992383,-87.587867199,"(41.781992383, -87.587867199)"
20140309,23,BATTERY,41.808617899,-87.60896503,"(41.808617899, -87.60896503)"
20140309,1250,ASSAULT,41.808510159,-87.602785675,"(41.808510159, -87.602785675)"
20140309,1543,OTHER OFFENSE,41.794496204,-87.58252224299999,"(41.794496204, -87.582522243)"
20140309,2200,MOTOR VEHICLE THEFT,41.80758603,-87.61508010799999,"(41.80758603, -87.615080108)"
20140309,2305,BATTERY,41.806914497,-87.60431864700001,"(41.806914497, -87.604318647)"
20140310,1,DECEPTIVE PRACTICE,41.803045442,-87.59663470299999,"(41.803045442, -87.596634703)"
20140310,815,KIDNAPPING,41.783497266,-87.612100439,"(41.783497266, -87.612100439)"
20140310,1600,THEFT,41.78165665,-87.60960953899998,"(41.78165665, -87.609609539)"
20140310,2245,BATTERY,41.781534778,-87.60595545299999,"(41.781534778, -87.605955453)"
20140310,2345,ASSAULT,41.798954417,-87.589078944,"(41.798954417, -87.589078944)"
20140311,1,BATTERY,41.80687608,-87.604319083,"(41.80687608, -87.604319083)"
20140311,250,CRIMINAL DAMAGE,41.801759796999995,-87.60287336,"(41.801759797, -87.60287336)"
20140311,645,BURGLARY,41.797083982,-87.58545525,"(41.797083982, -87.58545525)"
20140311,1000,THEFT,41.790645763,-87.58669985600002,"(41.790645763, -87.586699856)"
20140311,1620,DECEPTIVE PRACTICE,41.780573976,-87.590893741,"(41.780573976, -87.590893741)"
20140311,1700,DECEPTIVE PRACTICE,41.799204348,-87.584044296,"(41.799204348, -87.584044296)"
20140312,500,OTHER OFFENSE,41.781337741,-87.610826718,"(41.781337741, -87.610826718)"
20140312,910,NARCOTICS,41.804084538000005,-87.605520738,"(41.804084538, -87.605520738)"
20140312,1025,OTHER OFFENSE,41.800206941999996,-87.591800419,"(41.800206942, -87.591800419)"
20140312,1200,MOTOR VEHICLE THEFT,41.784086874,-87.603345321,"(41.784086874, -87.603345321)"
20140312,1315,BATTERY,41.783522020999996,-87.59312567100002,"(41.783522021, -87.593125671)"
20140312,1423,OTHER OFFENSE,41.780270060999996,-87.61386347,"(41.780270061, -87.61386347)"
20140312,1445,ASSAULT,41.797922443000004,-87.602308153,"(41.797922443, -87.602308153)"
20140312,1500,OTHER OFFENSE,41.780417541999995,-87.605473116,"(41.780417542, -87.605473116)"
20140312,2330,BATTERY,41.785848109,-87.607582382,"(41.785848109, -87.607582382)"
20140313,910,OTHER OFFENSE,41.803121487,-87.609459729,"(41.803121487, -87.609459729)"
20140313,1000,DECEPTIVE PRACTICE,41.796070646,-87.598100819,"(41.796070646, -87.598100819)"
20140313,1135,BATTERY,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
20140313,1430,ASSAULT,41.78147907,-87.613230324,"(41.78147907, -87.613230324)"
20140313,1500,THEFT,41.789114006,-87.59640554399998,"(41.789114006, -87.596405544)"
20140314,800,MOTOR VEHICLE THEFT,41.807723603,-87.60597839,"(41.807723603, -87.60597839)"
20140314,1115,NARCOTICS,41.780247905,-87.615146952,"(41.780247905, -87.615146952)"
20140314,1130,ASSAULT,41.785847785,-87.60753105200001,"(41.785847785, -87.607531052)"
20140314,1200,DECEPTIVE PRACTICE,41.799248277,-87.584047451,"(41.799248277, -87.584047451)"
20140314,1215,THEFT,41.803167731,-87.60375595200001,"(41.803167731, -87.603755952)"
20140314,1600,CRIMINAL DAMAGE,41.794332498,-87.583928685,"(41.794332498, -87.583928685)"
20140314,2115,BATTERY,41.781279554,-87.612048296,"(41.781279554, -87.612048296)"
20140315,340,BATTERY,41.788940779,-87.604958685,"(41.788940779, -87.604958685)"
20140315,846,BATTERY,41.794424835,-87.582519409,"(41.794424835, -87.582519409)"
20140315,1310,THEFT,41.800499625,-87.58741434,"(41.800499625, -87.58741434)"
20140315,2030,ROBBERY,41.802372335,-87.596088599,"(41.802372335, -87.596088599)"
20140316,30,THEFT,41.80350016,-87.581679924,"(41.80350016, -87.581679924)"
20140316,36,THEFT,41.785847785,-87.60753105200001,"(41.785847785, -87.607531052)"
20140316,200,BATTERY,41.783497266,-87.612100439,"(41.783497266, -87.612100439)"
20140316,258,BATTERY,41.783941915,-87.591426876,"(41.783941915, -87.591426876)"
20140316,1230,THEFT,41.800926206999996,-87.59610517600002,"(41.800926207, -87.596105176)"
20140316,1700,DECEPTIVE PRACTICE,41.797068393,-87.587278098,"(41.797068393, -87.587278098)"
20140316,1924,BATTERY,41.782951712,-87.60436282799999,"(41.782951712, -87.604362828)"
20140316,2015,CRIMINAL DAMAGE,41.800037644,-87.60393449200001,"(41.800037644, -87.603934492)"
20140316,2116,NARCOTICS,41.807613587,-87.613344863,"(41.807613587, -87.613344863)"
20140316,2330,ROBBERY,41.805180668,-87.611358479,"(41.805180668, -87.611358479)"
20140317,715,BURGLARY,41.797153924,-87.589041099,"(41.797153924, -87.589041099)"
20140317,930,BATTERY,41.783284821,-87.59081480299999,"(41.783284821, -87.590814803)"
20140317,1400,THEFT,41.802111489,-87.606401292,"(41.802111489, -87.606401292)"
20140317,1600,ROBBERY,41.780439401,-87.603727666,"(41.780439401, -87.603727666)"
20140317,1850,CRIMINAL DAMAGE,41.80852404,-87.61018386100002,"(41.80852404, -87.610183861)"
20140318,900,THEFT,41.808651584,-87.607779886,"(41.808651584, -87.607779886)"
20140318,957,NARCOTICS,41.783307028,-87.613272203,"(41.783307028, -87.613272203)"
20140318,1451,BATTERY,41.807499342,-87.59023448200001,"(41.807499342, -87.590234482)"
20140318,1500,OTHER OFFENSE,41.808966952,-87.601687415,"(41.808966952, -87.601687415)"
20140318,1600,CRIMINAL DAMAGE,41.800347992,-87.596661933,"(41.800347992, -87.596661933)"
20140318,1700,BATTERY,41.793220761,-87.58010582899998,"(41.793220761, -87.580105829)"
20140318,2120,OTHER OFFENSE,41.807499342,-87.59023448200001,"(41.807499342, -87.590234482)"
20140319,0,OFFENSE INVOLVING CHILDREN,41.785128164,-87.610916163,"(41.785128164, -87.610916163)"
20140319,5,ASSAULT,41.797534725,-87.59660246899998,"(41.797534725, -87.596602469)"
20140319,234,BURGLARY,41.780247905,-87.615146952,"(41.780247905, -87.615146952)"
20140319,900,DECEPTIVE PRACTICE,41.809104714,-87.604363507,"(41.809104714, -87.604363507)"
20140319,900,BURGLARY,41.791527798000004,-87.588563469,"(41.791527798, -87.588563469)"
20140319,1250,BATTERY,41.806856848,-87.604315633,"(41.806856848, -87.604315633)"
20140319,1435,BATTERY,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
20140319,1830,ASSAULT,41.807499342,-87.59023448200001,"(41.807499342, -87.590234482)"
20140320,41,PUBLIC PEACE VIOLATION,41.783066328000004,-87.612086936,"(41.783066328, -87.612086936)"
20140320,245,BATTERY,41.798628606,-87.60547245299999,"(41.798628606, -87.605472453)"
20140320,640,BURGLARY,41.798879058000004,-87.585504059,"(41.798879058, -87.585504059)"
20140320,800,CRIMINAL DAMAGE,41.795987556,-87.58396808100002,"(41.795987556, -87.583968081)"
20140320,800,DECEPTIVE PRACTICE,41.807101267,-87.58640244700001,"(41.807101267, -87.586402447)"
20140320,1200,THEFT,41.807726815,-87.605618895,"(41.807726815, -87.605618895)"
20140320,1220,ASSAULT,41.800147407,-87.60393324700001,"(41.800147407, -87.603933247)"
20140320,1230,THEFT,41.789212998,-87.586661479,"(41.789212998, -87.586661479)"
20140320,1300,ASSAULT,41.785187197,-87.608524835,"(41.785187197, -87.608524835)"
20140320,1505,NARCOTICS,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
20140320,1700,PUBLIC PEACE VIOLATION,41.802115448,-87.58775136,"(41.802115448, -87.58775136)"
20140320,2030,BATTERY,41.799150769,-87.585508235,"(41.799150769, -87.585508235)"
20140320,2040,NARCOTICS,41.78315965,-87.612089556,"(41.78315965, -87.612089556)"
20140321,0,THEFT,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
20140321,800,MOTOR VEHICLE THEFT,41.783420923,-87.610869329,"(41.783420923, -87.610869329)"
20140321,945,BATTERY,41.804206983,-87.594182345,"(41.804206983, -87.594182345)"
20140321,1010,BATTERY,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
20140321,1200,NARCOTICS,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
20140321,1210,ASSAULT,41.804865977,-87.60888625700001,"(41.804865977, -87.608886257)"
20140321,1235,BATTERY,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
20140321,1255,BATTERY,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
20140321,1300,THEFT,41.795843854,-87.58255418899998,"(41.795843854, -87.582554189)"
20140321,1400,THEFT,41.803428706999995,-87.590523588,"(41.803428707, -87.590523588)"
20140321,1530,ASSAULT,41.781646505,-87.613235784,"(41.781646505, -87.613235784)"
20140321,1630,BATTERY,41.781663022,-87.587860014,"(41.781663022, -87.587860014)"
20140321,1830,THEFT,41.783194497,-87.613269795,"(41.783194497, -87.613269795)"
20140321,2145,NARCOTICS,41.782364078,-87.594000617,"(41.782364078, -87.594000617)"
20140322,31,WEAPONS VIOLATION,41.78229134,-87.60063781299999,"(41.78229134, -87.600637813)"
20140322,303,NARCOTICS,41.784827256,-87.61325519299999,"(41.784827256, -87.613255193)"
20140322,1713,NARCOTICS,41.80593382,-87.60286996200001,"(41.80593382, -87.602869962)"
20140322,2030,BATTERY,41.783316166999995,-87.593120705,"(41.783316167, -87.593120705)"
20140322,2200,BATTERY,41.781811321,-87.59467426399998,"(41.781811321, -87.594674264)"
